 Date: 30/06/2021                                                            - ANALYSE CA CLIENT par ARTICLE -                                                            Page   1
 Societe :ALINE TAHITI S.A.             

REPRES ;Code ;Nom du client ;Categ. client ;DEPART ;REFERENCE ;DESIGNATION ;REGROUP ;QTE ;C.A. NET ;Remise ;MARGE ;% MRG ;
34;1227;LS VAIARII NUI                ;M;01;12115136;MD MASC ELIX VOL W/P 475 NOIR ;0100;        3.00;       2091;          0;        828;   39.60;
34;1227;LS VAIARII NUI                ;M;01;12115272;MD RAL GLOSS BRILL ROSE 271   ;0100;        3.00;       1335;          0;        568;   42.55;
34;1227;LS VAIARII NUI                ;M;01;12140018;STUDIO BROSSE STYLING PM      ;0100;        5.00;       1060;          0;        416;   39.25;
34;1227;LS VAIARII NUI                ;M;01;12140025;STUDIO BROSSE SECHAGE EXPRESS ;0100;        3.00;       1212;          0;        443;   36.55;
34;1227;LS VAIARII NUI                ;M;01;12140031;STUDIO PEIGNE MANCHE GRIP     ;0100;        5.00;       1770;          0;        812;   45.88;
34;1227;LS VAIARII NUI                ;M;01;12140077;STYLE 18 PINCE PUCE           ;0100;        5.00;       1265;          0;        405;   32.02;
34;1227;LS VAIARII NUI                ;M;01;12140087;STYLE LOT DE PINCES           ;0100;        5.00;       1920;          0;        557;   29.01;
34;1227;LS VAIARII NUI                ;M;01;12140102;STYLE LOT LIENS MOUSSE        ;0100;        3.00;       1152;          0;        456;   39.58;
34;1227;LS VAIARII NUI                ;M;01;12140109;STYLE 4 LIENS MOUSSE NOIR GM  ;0100;        5.00;       1265;          0;        527;   41.66;
34;1227;LS VAIARII NUI                ;M;01;12140132;STYLE GUICHES NOIRES          ;0100;       10.00;       1720;          0;        638;   37.09;
34;1227;LS VAIARII NUI                ;M;01;12140134;STYLE ELASTIQUES MULTI USAGE  ;0100;        5.00;        860;          0;        338;   39.30;
34;1227;LS VAIARII NUI                ;M;01;12140140;STYLE 12 CLIC CLAC NOIR MM    ;0100;        5.00;       1265;          0;        424;   33.52;
34;1227;LS VAIARII NUI                ;M;01;12140200;SPA FLEUR DE MASSAGE          ;0100;        6.00;       1272;          0;        464;   36.48;
34;1227;LS VAIARII NUI                ;M;01;12140251;MLLE CLIC CLAC COULEUR        ;0100;        5.00;       1100;          0;        490;   44.55;
34;1227;LS VAIARII NUI                ;M;01;12340109;NAIR CR.DEPIL.MAIL/AISS.100ML ;0100;        6.00;       3636;          0;       1365;   37.54;
34;1227;LS VAIARII NUI                ;M;01;12420630;POPSY KIT+BAD+GOB+TUBE        ;0100;        6.00;       3348;          0;       1699;   50.75;
34;1227;LS VAIARII NUI                ;M;01;13710010;FIXIES SINGLE 5 JUNIOR 18'    ;0105;        6.00;       3750;          0;        781;   20.83;
34;1227;LS VAIARII NUI                ;M;01;21008130;BELLE COLOR 22 CHATAIN        ;0119;        3.00;       2880;          0;       1639;   56.91;
34;1227;LS VAIARII NUI                ;M;01;21008135;BELLE COLOR 23 CHATAIN DORE   ;0119;        6.00;       5760;          0;       3279;   56.93;
34;1227;LS VAIARII NUI                ;M;01;21008140;BELLE COLOR 24 CHATAIN FONCE  ;0119;        6.00;       5760;          0;       3264;   56.67;
34;1227;LS VAIARII NUI                ;M;01;21008145;BELLE COLOR 28 CHATAIN MARRON ;0119;        3.00;       2880;          0;       1641;   56.98;
34;1227;LS VAIARII NUI                ;M;01;21008177;BELLE COLOR 3.23 CH FONCE     ;0119;        3.00;       2880;          0;       1640;   56.94;
34;1227;LS VAIARII NUI                ;M;01;21008400;DECOLORIL FORTE 3             ;0126;        2.00;       2384;          0;       1294;   54.28;
34;1227;LS VAIARII NUI                ;M;01;21008778;100% ULTRABRUN 1 NOIR INTENSE ;0121;        6.00;       3030;          0;       1674;   55.25;
34;1227;LS VAIARII NUI                ;M;01;21008786;100% ULTRABRUN 4 CHAT INTENSE ;0121;        6.00;       3030;          0;       1656;   54.65;
34;1227;LS VAIARII NUI                ;M;01;21009025;DOP SHP VITAMINE 400ML        ;0144;        6.00;       1488;          0;        441;   29.64;
34;1227;LS VAIARII NUI                ;M;01;21009045;DOP SHP HUILE ARGAN 2/1 400ML ;0144;        6.00;       1488;          0;        410;   27.55;
34;1227;LS VAIARII NUI                ;M;01;21009048;DOP SHP POMME 400ML           ;0144;       12.00;       2976;          0;        872;   29.30;
34;1227;LS VAIARII NUI                ;M;01;21009050;DOP SHP 2EN1 SOIE 400ML       ;0144;       12.00;       2976;          0;        840;   28.23;
34;1227;LS VAIARII NUI                ;M;01;21009090;ELSEVE SHP COLOR VIVE 290ML   ;0101;       12.00;       5460;          0;       2384;   43.66;
34;1227;LS VAIARII NUI                ;M;01;21009104;ELSEVE SHP HUILE CHV T SEC 250;0101;        6.00;       2730;          0;       1246;   45.64;
34;1227;LS VAIARII NUI                ;M;01;21009120;ELSEVE SHP LISSE INTENSE 290ML;0100;        6.00;       2730;          0;       1180;   43.22;
34;1227;LS VAIARII NUI                ;M;01;21009128;ELSEVE SHP MULTIVITA 2/1 290ML;0100;        6.00;       2730;          0;       1180;   43.22;
34;1227;LS VAIARII NUI                ;M;01;21009133;ELSEVE SHP CHV.LONGS 250ML    ;0101;        6.00;       2730;          0;       1327;   48.61;
34;1227;LS VAIARII NUI                ;M;01;21009216;U.DOUX SHP MERVEILLE 250ML    ;0117;        6.00;       2424;          0;       1152;   47.52;
34;1227;LS VAIARII NUI                ;M;01;21009222;U.DOUX SHP TRESOR MIEL 250ML  ;0117;        6.00;       2424;          0;       1167;   48.14;
34;1227;LS VAIARII NUI                ;M;01;21010011;U.DOUX A/SHP ERABLE 200M      ;0117;        4.00;       1616;          0;       1021;   63.18;
34;1227;LS VAIARII NUI                ;M;01;21010043;U.DOUX HUILE MERVEILLEUSE 150M;0117;        6.00;       6060;          0;       3931;   64.87;
34;1227;LS VAIARII NUI                ;M;01;21010083;ELSEVE AP/SHP COLOR VIVE 240ML;0101;       12.00;       5460;          0;       3146;   57.62;
34;1227;LS VAIARII NUI                ;M;01;21012098;VIVELLE DOP GEL EF.MOUIL.150ML;0144;        6.00;       2790;          0;       1395;   50.00;
34;1227;LS VAIARII NUI                ;M;01;21014216;NARTA DEO ATO F IMPECCAB 200ML;0150;        6.00;       2304;          0;       1153;   50.04;
34;1227;LS VAIARII NUI                ;M;01;21014302;NARTA DEO ROL F POUDREE 50ML  ;0150;        6.00;       2304;          0;       1145;   49.70;
34;1227;LS VAIARII NUI                ;M;01;21014306;NARTA DEO ROL F BIO EFF 50ML  ;0150;        6.00;       2304;          0;       1219;   52.91;
34;1227;LS VAIARII NUI                ;M;01;21014308;NARTA DEO ROL F T NACRE 50ML  ;0150;        6.00;       2304;          0;       1113;   48.31;
34;1227;LS VAIARII NUI                ;M;01;21014710;USHU DEO ATO F HIBISCUS 200ML ;0148;        6.00;       2334;          0;       1204;   51.59;
34;1227;LS VAIARII NUI                ;M;01;21014814;USHU DEO ROL F GRENADE 50ML   ;0148;       12.00;       4668;          0;       2328;   49.87;
34;1227;LS VAIARII NUI                ;M;01;21014816;USHU DEO ROL F VANILLE 50ML   ;0148;       12.00;       4668;          0;       2434;   52.14;
34;1227;LS VAIARII NUI                ;M;01;21019500;NARTA DEO ROL H NORD EXT 50ML ;0150;        6.00;       2304;          0;       1163;   50.48;
34;1227;LS VAIARII NUI                ;M;01;21019502;NARTA DEO ROL H CLASSIC 50ML  ;0150;        6.00;       2304;          0;       1195;   51.87;
34;1227;LS VAIARII NUI                ;M;01;21019506;NARTA DEO ROL H INVI MAX 50ML ;0150;        6.00;       2304;          0;       1188;   51.56;
34;1227;LS VAIARII NUI                ;M;01;21023100;U.DOUX DCHE MIEL 250ML        ;0124;        6.00;       1518;          0;        730;   48.09;
34;1227;LS VAIARII NUI                ;M;01;21023108;U.DOUX DCHE OLIVE 250ML       ;0124;        0.00;          0;          0;          0;    0.00;
34;1227;LS VAIARII NUI                ;M;01;21023498;DOP DCHE COOKIE 250ML         ;0100;        6.00;       1350;          0;        597;   44.22;
34;1227;LS VAIARII NUI                ;M;01;21023502;DOP DCHE BARBE A PAPA 250ML   ;0100;        3.00;        675;          0;        310;   45.93;
34;1227;LS VAIARII NUI                ;M;01;21024100;CADUM SAVON A.DOUCE 4X100GRS  ;0153;       36.00;      14184;          0;       5057;   35.65;
34;1227;LS VAIARII NUI                ;M;01;31010540;KOTEX SLIM X10                ;0100;       48.00;       8256;          0;       3646;   44.16;
34;1227;LS VAIARII NUI                ;M;01;31010547;KOTEX OVERNIGHT X6            ;0100;       96.00;      16512;          0;       7677;   46.49;
34;1227;LS VAIARII NUI                ;M;01;31090001;KLEENEX POCKET X12            ;0100;       12.00;       4560;          0;       1771;   38.84;
34;1227;LS VAIARII NUI                ;M;01;31120004;HUG.BIG PACK X66 T4           ;0105;       10.00;      21340;       2370;       2059;    9.65;
34;1227;LS VAIARII NUI                ;M;01;31120008;HUG.BIG PACK X56 T5           ;0105;       10.00;      21340;       2370;       2254;   10.56;
34;1227;LS VAIARII NUI                ;M;01;31120012;HUG.BIG PACK X46 T6           ;0105;       10.00;      21340;       2370;       2307;   10.81;
34;1227;LS VAIARII NUI                ;M;01;31910001;BB C.2 TET.T1 SILICONE 3V GM  ;0100;        3.00;        945;          0;        318;   33.65;
34;1227;LS VAIARII NUI                ;M;01;31910002;BB C.2 TET.T2 SILICONE 3V GM  ;0100;        3.00;        945;          0;        321;   33.97;
34;1227;LS VAIARII NUI                ;M;01;31910054;BBC. 2 SUC. SILIC. 6/18M ANIMA;0100;        3.00;       1920;          0;        907;   47.24;
34;1227;LS VAIARII NUI                ;M;01;31910110;BBC. BIB CS VERRE DROIT 120ML ;0100;        3.00;       1680;          0;        777;   46.25;
34;1227;LS VAIARII NUI                ;M;01;31910120;BBC. BIB CS PP DROIT 120ML    ;0100;        6.00;       3360;          0;       1741;   51.82;
34;1227;LS VAIARII NUI                ;M;01;31910122;BBC. BIB CS PP DROIT 240ML    ;0100;        6.00;       3360;          0;       1593;   47.41;
34;1227;LS VAIARII NUI                ;M;01;31910421;BBC. BAIGNOIRE AV VIDANGE     ;0100;        1.00;       3490;          0;       1748;   50.09;
34;1227;LS VAIARII NUI                ;M;01;40010200;CELLIF.BRULE GRAISSE X20      ;0111;        6.00;       2610;          0;        882;   33.79;
34;1227;LS VAIARII NUI                ;M;01;40070070;MERCUR 50 PANSEMENTS FAMILLE  ;0109;        5.00;       2020;          0;        767;   37.97;
34;1227;LS VAIARII NUI                ;M;01;40070153;MERCUR.BANDE DECOUP.ECONOMIQUE;0109;        6.00;       1698;          0;        655;   38.57;
34;1227;LS VAIARII NUI                ;M;01;40070290;MERCUR 10PANSEMENT AMP.2 TAILL;0109;        5.00;       2425;          0;        803;   33.11;
34;1227;LS VAIARII NUI                ;M;01;40070312;MERCUR 16PANSEMENTS BAIN      ;0109;        6.00;       2424;          0;        757;   31.23;
34;1227;LS VAIARII NUI                ;M;01;40070433;MERCUR SPARADRAP MICROPOREUX  ;0109;        5.00;       1200;          0;        411;   34.25;
34;1227;LS VAIARII NUI                ;M;01;40070475;MERCUR 30 COMPRESSES 20X20    ;0109;        5.00;       2275;          0;        896;   39.38;
34;1227;LS VAIARII NUI                ;M;01;40070610;MERCUR BANDE DE STRAPPING     ;0109;        6.00;       3780;          0;       1286;   34.02;
34;1227;LS VAIARII NUI                ;M;01;40070611;MERCUR BANDES EXTENSIBLES     ;0109;        6.00;       2064;          0;        769;   37.26;
34;1227;LS VAIARII NUI                ;M;01;46102032;PERS.LESSIVE BB 1.485L/27D AMA;0100;        0.00;          0;          0;          0;    0.00;
34;1227;LS VAIARII NUI                ;M;01;46102050;PERS.LESSIVE BB 1.485L/27D ABR;0100;        0.00;          0;          0;          0;    0.00;
34;1227;LS VAIARII NUI                ;M;01;;TOTAL DEPARTEMENT;;;     282746;       7110;     105490;   37.31;
34;1227;LS VAIARII NUI                ;M;03;55067000;BISCOTTE AU FROMENT PPX 750G  ;0300;       60.00;      16800;          0;       3500;   20.83;
34;1227;LS VAIARII NUI                ;M;03;;TOTAL DEPARTEMENT;;;      16800;          0;       3500;   20.83;
34;1227;LS VAIARII NUI                ;M;06;10010610;DECAPFOUR EXPRESS 500ML       ;0630;        6.00;       2880;          0;       1651;   57.33;
34;1227;LS VAIARII NUI                ;M;06;10012320;XTRA 6D TOTAL                 ;0607;       18.00;       4640;        580;       1707;   36.79;
34;1227;LS VAIARII NUI                ;M;06;10012500;SCROIX 39D MALAISIE 1.95L     ;0604;       40.00;      34800;      14680;      11717;   33.67;
34;1227;LS VAIARII NUI                ;M;06;10012520;SCROIX 43D BORA 2.15L         ;0604;       40.00;      34800;      14680;      12516;   35.97;
34;1227;LS VAIARII NUI                ;M;06;10013000;LE CHAT 25D PAILLETTES 1KG PPN;0603;        4.00;       2132;          0;        397;   18.62;
34;1227;LS VAIARII NUI                ;M;06;10013120;XTRA TOTAL 70D 3.85K       PPN;0607;       12.00;      11736;          0;       2009;   17.12;
34;1227;LS VAIARII NUI                ;M;06;10013121;XTRA ALOE 70D 3.85K        PPN;0607;       12.00;      11736;          0;       1998;   17.02;
34;1227;LS VAIARII NUI                ;M;06;10022026;FA DCHE MONOI 250ML           ;0668;        4.00;        964;          0;        484;   50.21;
34;1227;LS VAIARII NUI                ;M;06;10022027;FA DCHE TAMANU 250ML          ;0668;        4.00;        964;          0;        483;   50.10;
34;1227;LS VAIARII NUI                ;M;06;10025010;TXYL JUNIOR FRAISE 50ML       ;0665;        6.00;       1212;          0;        640;   52.81;
34;1227;LS VAIARII NUI                ;M;06;10030306;NORDIC L1 CREME DECOLORANTE   ;0694;        6.00;       6972;          0;       3337;   47.86;
34;1227;LS VAIARII NUI                ;M;06;10030500;PAL ST.ALGUE 660 CHAT.CARAMEL ;0689;        3.00;       1842;          0;       1058;   57.44;
34;1227;LS VAIARII NUI                ;M;06;10030508;PAL ST.ALGUE 650 CHAT.ACAJOU  ;0689;        3.00;       1842;          0;       1056;   57.33;
34;1227;LS VAIARII NUI                ;M;06;10030510;PAL ST.ALGUE 750 CHATAIN DORE ;0689;        3.00;       1842;          0;       1058;   57.44;
34;1227;LS VAIARII NUI                ;M;06;10030512;PAL ST.ALGUE 800 CHATAIN      ;0689;        6.00;       3684;          0;       2119;   57.52;
34;1227;LS VAIARII NUI                ;M;06;10030514;PAL ST.ALGUE 900 NOIR         ;0689;        0.00;          0;          0;          0;    0.00;
34;1227;LS VAIARII NUI                ;M;06;10030516;PAL ST.ALGUE 909 NOIR BLEUTE  ;0689;        6.00;       3684;          0;       2110;   57.27;
34;1227;LS VAIARII NUI                ;M;06;10030610;PAL NAT 1.0 NOIR              ;0689;        6.00;       3684;          0;       2005;   54.42;
34;1227;LS VAIARII NUI                ;M;06;10030620;PAL NAT 3.0 FONCê CHATAIN FONC;0689;        8.00;       4912;          0;       2677;   54.50;
34;1227;LS VAIARII NUI                ;M;06;10030625;PAL NAT 4.0 CHATAIN           ;0689;        6.00;       3684;          0;       2018;   54.78;
34;1227;LS VAIARII NUI                ;M;06;10030635;PAL NAT 5.0 CHAT.CLAIR        ;0689;        6.00;       3684;          0;       2003;   54.37;
34;1227;LS VAIARII NUI                ;M;06;10030640;PAL NAT 6.0 BLOND FONCE       ;0689;        6.00;       3684;          0;       2003;   54.37;
34;1227;LS VAIARII NUI                ;M;06;10036154;TAFT GEL V12 300ML            ;0675;        3.00;       2304;          0;       1208;   52.43;
34;1227;LS VAIARII NUI                ;M;06;10510613;CANARD WC GEL VERT 750ML      ;0629;        6.00;       1818;          0;        677;   37.24;
34;1227;LS VAIARII NUI                ;M;06;10520300;BAYGON BLEU 400ML             ;0637;        6.00;       2400;          0;       1098;   45.75;
34;1227;LS VAIARII NUI                ;M;06;10520318;BAYGON VERT 400ML             ;0637;       12.00;       5940;          0;       2507;   42.21;
34;1227;LS VAIARII NUI                ;M;06;10530080;OFF FLC.SPRAY LOTION 100ML    ;0639;       12.00;       5760;          0;       1846;   32.05;
34;1227;LS VAIARII NUI                ;M;06;10530082;OFF AERO 100ML                ;0639;       12.00;       5028;          0;       1208;   24.03;
34;1227;LS VAIARII NUI                ;M;06;10530099;RAID AERO MCHE/MOUS 400ML     ;0636;        3.00;       1260;          0;        573;   45.48;
34;1227;LS VAIARII NUI                ;M;06;16200000;VINAIGRE MENAGER CITRON 1L    ;0600;        4.00;        932;          0;        377;   40.45;
34;1227;LS VAIARII NUI                ;M;06;17510582;SAN.LESSIVE 17D DES.AIR 1.65L ;0696;        6.00;       6810;        768;       2910;   42.73;
34;1227;LS VAIARII NUI                ;M;06;17520020;CYA MULTI PLUS                ;0699;        6.00;       2124;          0;        822;   38.70;
34;1227;LS VAIARII NUI                ;M;06;25310005;BALAI DECORE                  ;0600;        3.00;       1182;          0;        449;   37.99;
34;1227;LS VAIARII NUI                ;M;06;25310006;BALAI FLORA                   ;0600;        3.00;       1290;          0;        715;   55.43;
34;1227;LS VAIARII NUI                ;M;06;25310011;BALAI GONDOLE + MANCHE        ;0600;        3.00;       1092;          0;        445;   40.75;
34;1227;LS VAIARII NUI                ;M;06;25410006;PM.BALAI HELEN                ;0600;        6.00;       2340;          0;        992;   42.39;
34;1227;LS VAIARII NUI                ;M;06;25410008;PM.BALAI INTERIEUR            ;0600;        3.00;        870;          0;        409;   47.01;
34;1227;LS VAIARII NUI                ;M;06;25410026;PM.BALAI COCO ZEBRE VERT ANIS ;0600;        3.00;       1050;          0;        433;   41.24;
34;1227;LS VAIARII NUI                ;M;06;25410080;PM.MANCHE 1,20M METAL         ;0600;        5.00;        550;          0;        208;   37.82;
34;1227;LS VAIARII NUI                ;M;06;25410086;PM. MANCHE BOIS BRUT 1,30M    ;0600;       10.00;       2800;          0;        916;   32.71;
34;1227;LS VAIARII NUI                ;M;06;25410110;PM.PELLE MANCHE LONG PLIABLE  ;0600;        6.00;       2760;          0;        994;   36.01;
34;1227;LS VAIARII NUI                ;M;06;25410148;PM.COMB. LAVAGE CHENILLE      ;0600;        6.00;       6540;          0;       3009;   46.01;
34;1227;LS VAIARII NUI                ;M;06;25410202;PM.LAVEPONT BICOLORE          ;0600;        3.00;       1170;          0;        556;   47.52;
34;1227;LS VAIARII NUI                ;M;06;25410305;PM.RACLETTE SOLS 34CM         ;0600;        6.00;       1500;          0;        638;   42.53;
34;1227;LS VAIARII NUI                ;M;06;25410310;PM.RACLETTE SOLS 44CM         ;0600;        6.00;       1740;          0;        726;   41.72;
34;1227;LS VAIARII NUI                ;M;06;25410400;PM.BROSSE A LAVER PLPLN       ;0600;       10.00;       2000;          0;        919;   45.95;
34;1227;LS VAIARII NUI                ;M;06;25410420;PM.ENSEMBLE WC BOULE          ;0600;        6.00;       2640;          0;       1187;   44.96;
34;1227;LS VAIARII NUI                ;M;06;26310089;BTE 100 GANTS VINYLE T.8      ;0659;       10.00;      12630;          0;        911;    7.21;
34;1227;LS VAIARII NUI                ;M;06;26310114;MAPA GANT ALIM.X20 L          ;0662;       12.00;       6000;          0;       1366;   22.77;
34;1227;LS VAIARII NUI                ;M;06;26310500;MAPA GANT SPECIAL FOUR        ;0600;       12.00;      13800;          0;       6859;   49.70;
34;1227;LS VAIARII NUI                ;M;06;;TOTAL DEPARTEMENT;;;     241708;      30708;      90004;   37.24;
41;1227;LS VAIARII NUI                ;M;07;10410000;VICTOR PIEGE A RAT            ;0700;       12.00;       3960;          0;       1835;   46.34;
41;1227;LS VAIARII NUI                ;M;07;11810260;MET.3CUILLERES BOIS           ;0700;        3.00;       1080;          0;        397;   36.76;
41;1227;LS VAIARII NUI                ;M;07;12710090;B.TOND.CHEV.AVEC FIL          ;0700;        1.00;       2490;          0;       1292;   51.89;
41;1227;LS VAIARII NUI                ;M;07;12710092;B.TOND.CHEV.ENDURANCE         ;0700;        1.00;       2690;          0;       1384;   51.45;
41;1227;LS VAIARII NUI                ;M;07;15040470;EDA ENTONNOIR 10CM NATURE     ;0700;        3.00;        285;          0;        134;   47.02;
41;1227;LS VAIARII NUI                ;M;07;15040476;EDA ENTONNOIR 12CM NATURE     ;0700;        5.00;        525;          0;        241;   45.90;
41;1227;LS VAIARII NUI                ;M;07;15040490;EDA ENTONNOIR 16CM NATURE     ;0700;        5.00;        900;          0;        375;   41.67;
41;1227;LS VAIARII NUI                ;M;07;16610000;BOUGIE ANNIV.CHIFFRE 0        ;0700;       12.00;       1920;          0;       1020;   53.13;
41;1227;LS VAIARII NUI                ;M;07;23810008;T.EASY POELE 30CM             ;0700;        1.00;       2590;          0;       1213;   46.83;
41;1227;LS VAIARII NUI                ;M;07;23810010;T.EASY POELE 32CM             ;0700;        2.00;       2890;       2890;         12;    0.42;
41;1227;LS VAIARII NUI                ;M;07;23810540;T.PBAKE TARTE 24CM            ;0700;        1.00;        990;          0;        475;   47.98;
41;1227;LS VAIARII NUI                ;M;07;23810550;T.PBAKE TARTE 30CM            ;0700;        2.00;          0;       2300;      -1286;    0.00;
41;1227;LS VAIARII NUI                ;M;07;23810563;T.PBAKE TARTE 27CM            ;0700;        1.00;       1030;          0;        425;   41.26;
41;1227;LS VAIARII NUI                ;M;07;26810000;ACETONE 1L                    ;0700;       13.00;       6120;        510;       1554;   25.39;
41;1227;LS VAIARII NUI                ;M;07;26810016;WHITE SPIRIT 1L               ;0700;       26.00;      12720;       1060;       4940;   38.84;
41;1227;LS VAIARII NUI                ;M;07;35500020;2PILES D R20 1250BP2  EVEREADY;0779;       12.00;       1860;          0;        726;   39.03;
41;1227;LS VAIARII NUI                ;M;07;35500021;2PILES C R14 M1235BP2 EVEREADY;0779;       24.00;       2880;          0;       1228;   42.64;
41;1227;LS VAIARII NUI                ;M;07;35500022;4PILES AA R6 1215BP4  EVEREADY;0779;       40.00;       6960;          0;       2701;   38.81;
41;1227;LS VAIARII NUI                ;M;07;35510002;3PILES+1 AA LR6 E91BP3+1 ENERG;0780;       36.00;       7848;          0;       2581;   32.89;
41;1227;LS VAIARII NUI                ;M;07;35510003;3PILES+1 AAA LR3 E92BP3+1 ENER;0780;       60.00;      12240;          0;       4015;   32.80;
41;1227;LS VAIARII NUI                ;M;07;35510031;2PILES C LR14 E93BP2 .ENER.MAX;0780;        6.00;       1950;          0;        690;   35.38;
41;1227;LS VAIARII NUI                ;M;07;35510032;2PILES AA LR6 E91BP2 .ENER.MAX;0780;       20.00;       2900;          0;        991;   34.17;
41;1227;LS VAIARII NUI                ;M;07;35510035;2PILES AAA LR03 E92BP2ENER.MAX;0780;       20.00;       2680;          0;        934;   34.85;
41;1227;LS VAIARII NUI                ;M;07;35510037;2PILES 1V5 A76BP2/BS2 ENERGIZE;0780;       12.00;       1032;          0;        345;   33.43;
41;1227;LS VAIARII NUI                ;M;07;35530002;TORCHE DOLPHIN 2AA 75LUMENS   ;0700;        4.00;       1960;          0;        704;   35.92;
41;1227;LS VAIARII NUI                ;M;07;35530003;TORCHE DOLPHIN 4AA3 75LUMENS  ;0783;        4.00;       3440;          0;        913;   26.54;
41;1227;LS VAIARII NUI                ;M;07;35530007;TORCHE FLOTANTE 2D/4D         ;0700;        4.00;       3480;          0;       1601;   46.01;
41;1227;LS VAIARII NUI                ;M;07;35530010;TORCHE HEADLIGHT 3LED HDB323  ;0783;        4.00;       3712;          0;        733;   19.75;
41;1227;LS VAIARII NUI                ;M;07;36004105;LANTERNE 4D RUGGED XL         ;0705;        2.00;       4704;          0;       1201;   25.53;
41;1227;LS VAIARII NUI                ;M;07;60100001;BOOM LESSIV.POUDRE LEMON 900G ;0700;       15.00;       3750;          0;       1540;   41.07;
41;1227;LS VAIARII NUI                ;M;07;60100100;BLU PATE VAISSELLE 450GRS     ;0700;       12.00;       1740;          0;        942;   54.14;
41;1227;LS VAIARII NUI                ;M;07;60101000;BOOM LESSIV.POUDRE 3KG  PPN   ;0705;       25.00;      14400;          0;       2741;   19.03;
41;1227;LS VAIARII NUI                ;M;07;60101060;DAIA LESSIV.POUD.FLOR 2.4K PPN;0705;       25.00;      14900;          0;       3193;   21.43;
41;1227;LS VAIARII NUI                ;M;07;60101062;DAIA LESSIV.POUD.LEMON2.4K PPN;0705;       35.00;      20860;          0;       4470;   21.43;
41;1227;LS VAIARII NUI                ;M;07;60101064;DAIA LESSIV.POUD.WHITE2.4K PPN;0705;       40.00;      23840;          0;       4833;   20.27;
41;1227;LS VAIARII NUI                ;M;07;60101066;DAIA POUDRE 2.4K COLOR     PPN;0705;       25.00;      14900;          0;       2942;   19.74;
41;1227;LS VAIARII NUI                ;M;07;60102001;GIV SAVON 75G ROSE SENSUOUS   ;0700;       24.00;       1320;          0;        720;   54.55;
41;1227;LS VAIARII NUI                ;M;07;60102100;FRES&NATURAL SAVON 70G POMME  ;0700;       24.00;        840;        480;        358;   42.62;
41;1227;LS VAIARII NUI                ;M;07;60102103;FRES&NATURAL SAVON 70G RAISIN ;0700;       48.00;       1680;        960;        715;   42.56;
41;1227;LS VAIARII NUI                ;M;07;60102104;FRES&NATURAL SAVON 70G FRAISE ;0700;       24.00;        840;        480;        358;   42.62;
41;1227;LS VAIARII NUI                ;M;07;60103000;VAPE TORTILLONS X10           ;0700;      120.00;       7320;          0;       3246;   44.34;
41;1227;LS VAIARII NUI                ;M;07;61105029;BF GEL COIFF.BETON 150ML      ;0700;        6.00;        960;          0;        407;   42.40;
41;1227;LS VAIARII NUI                ;M;07;61105110;RLX SAC POUBELLE 20L          ;0700;       13.00;       1320;        110;        532;   40.30;
41;1227;LS VAIARII NUI                ;M;07;61105370;B.F CREME RECUR CITRON 750ML  ;0700;        6.00;       1770;          0;        687;   38.81;
41;1227;LS VAIARII NUI                ;M;07;;TOTAL DEPARTEMENT;;;     208276;       8790;      61058;   29.32;
34;1227;LS VAIARII NUI                ;M;08;60210000;GOLDEN CAMEL RIZ JASMIN 1KG   ;0800;      600.00;     132000;          0;      24696;   18.71;
34;1227;LS VAIARII NUI                ;M;08;60410000;ARGO PETITS POIS 425g      PPN;0805;      240.00;      21600;          0;       3990;   18.47;
34;1227;LS VAIARII NUI                ;M;08;60600000;TAHITI RIZ 1KG      PPN       ;0805;     1000.00;     114000;          0;       6000;    5.26;
34;1227;LS VAIARII NUI                ;M;08;60800002;PINK SALMON PILLARD ROCK 418G ;0800;       24.00;       9000;          0;       1471;   16.34;
34;1227;LS VAIARII NUI                ;M;08;61100015;B.F 36 BISCOTTES SS SEL 300G  ;0800;       18.00;       4140;          0;       1819;   43.94;
34;1227;LS VAIARII NUI                ;M;08;61100054;B.F PETIT BEURRE P.B. 200G    ;0800;       24.00;       4080;          0;        866;   21.23;
34;1227;LS VAIARII NUI                ;M;08;61100103;B.F LANGUE DE CHAT 2X100G     ;0800;       12.00;       2520;          0;        559;   22.18;
34;1227;LS VAIARII NUI                ;M;08;61101006;B.F CEREALES SOUF. CHOCO 375G ;0800;        6.00;       1950;          0;        620;   31.79;
34;1227;LS VAIARII NUI                ;M;08;61101014;B.F MUESLI FRUITS 500G        ;0800;        8.00;       2880;          0;        783;   27.19;
34;1227;LS VAIARII NUI                ;M;08;61101016;B.F MUESLI CHOCO NOIR 500G    ;0800;        8.00;       2640;          0;        543;   20.57;
34;1227;LS VAIARII NUI                ;M;08;61101036;B.F CHOCO INSTANTANE 450G     ;0800;        6.00;       2400;          0;        574;   23.92;
34;1227;LS VAIARII NUI                ;M;08;61101100;B.F CHOCO DESSERT 200G        ;0800;       20.00;       7200;          0;       4368;   60.67;
34;1227;LS VAIARII NUI                ;M;08;61101110;BF CHOCO LAIT DES.175GRS      ;0800;       21.00;       6510;          0;       3389;   52.06;
34;1227;LS VAIARII NUI                ;M;08;61101150;BF CHOCO LAIT 3X100GRS        ;0800;       20.00;       8000;          0;       3598;   44.98;
34;1227;LS VAIARII NUI                ;M;08;61101160;B.F CHOCO 2X100GRS NOISETTE   ;0800;       24.00;       7920;          0;       1974;   24.92;
